name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Kuala Lumpur,2024-08-09T04:00:00,80.8,87.6,77,88.23,0,0,,0,0,6.9,1.5,120,1009.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T05:00:00,80.6,87.2,77,88.67,0,0,,0,0,7.4,0.1,18,1009.4,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T06:00:00,80.6,87.1,77,88.84,0,0,,0,0,8.1,0.3,0,1009.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T07:00:00,80.4,86.6,77,89.45,0,0,,0,0,8.9,0.4,0,1010,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T08:00:00,80.2,86.3,77,90.02,0,0,,0,0,10.7,0.3,19,1011,57.3,6.1,21.3,0.1,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T09:00:00,83.8,93.4,77,80.13,0,0,,0,0,11.4,3,141,1011,27.5,6.2,153.6,0.6,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T10:00:00,87,95.2,73.8,65.09,0,0,,0,0,13.4,8.8,150,1012,30.1,6.1,284.8,1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T11:00:00,86.1,96.8,76.6,73.61,0,0,,0,0,15.9,10.8,169,1011.9,57.3,6.7,480.6,1.7,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T12:00:00,86.2,95.5,75.2,69.83,0,0,,0,0,18.1,8.9,150,1010.9,30.1,6.2,603.4,2.2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T13:00:00,89.6,100.8,75.6,63.6,0,0,,0,0,19.7,7.7,180,1010,30.1,6.2,516.7,1.9,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T14:00:00,90.8,100.5,74.1,58.11,0.001,100,rain,0,0,20.8,8.8,161,1009.3,58.7,6.7,656.7,2.4,7,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T15:00:00,81.2,88.5,77,87.04,0,0,,0,0,18.8,9.8,130,1009,50,3.9,596.7,2.1,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T16:00:00,84.4,94.7,77.2,79.07,0,0,,0,0,17.4,9.8,160,1008,30.1,6.1,383.8,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T17:00:00,86.3,98.2,77.4,74.81,0,0,,0,0,16.3,12.8,161,1008.1,57.3,6.2,186.9,0.7,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T18:00:00,85.8,97.1,77.2,75.65,0,0,,0,0,12.5,10.6,150,1007.9,30.1,6.1,272.3,1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T19:00:00,84,93.8,77,79.59,0,0,,0,0,11.2,6.5,160,1008,27.5,6.2,120.4,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T20:00:00,83.4,92.9,77.1,81.18,0,0,,0,0,8.9,5.5,159,1009.1,57.3,6.2,6.5,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T21:00:00,82.2,89.3,75.4,80.01,0,0,,0,0,7.6,4.5,140,1009.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T22:00:00,82.2,89.3,75.4,80.01,0,0,,0,0,5.6,5.5,150,1010.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-09T23:00:00,81.9,89.4,76.4,83.62,0,0,,0,0,5.8,3.4,139,1011.1,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T00:00:00,82.2,89.3,75.4,80.01,0,0,,0,0,7.2,3.4,138,1010.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T01:00:00,80.4,86.5,76.8,88.83,0,0,,0,0,7.4,2.4,81,1010.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T02:00:00,78.9,78.9,76.5,92.46,0,0,,0,0,6.9,0.3,3,1010.3,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T03:00:00,78.8,78.8,75.2,88.76,0,0,,0,0,6.3,0,0,1009.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T04:00:00,78.6,78.6,75.2,89.37,0,0,,0,0,4.7,2.1,59.7,1009,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T05:00:00,78.3,78.3,75.2,90.31,0,0,,0,0,5.4,0,0,1009.1,57.3,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T06:00:00,78.6,78.6,75.2,89.37,0,0,,0,0,6.7,0,0,1009,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T07:00:00,77,77,75.2,94.19,0,0,,0,0,6.9,0.3,0,1009,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T08:00:00,78.6,78.6,75.2,89.44,0,0,,0,0,7.8,0.1,11,1010.3,57.3,6.1,30.5,0.1,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T09:00:00,82.4,90.7,76.8,83.21,0,0,,0,0,7.8,0.4,0,1010.9,27.5,6.2,188.4,0.7,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T10:00:00,86,95.2,75.2,70.29,0,0,,0,0,9.4,2.5,141.1,1010.9,27.5,6.2,388.9,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T11:00:00,88,97.7,74.9,65.37,0,0,,0,0,11.4,5.7,158,1011,58.7,6.8,605.9,2.2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T12:00:00,89.4,98.4,73.8,60.28,0,0,,0,0,13.2,8.7,160,1010,30.1,6.2,663.3,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T13:00:00,91,102.4,75.4,60.48,0,0,,0,0,13.9,7.8,150,1010,30.1,6.2,574,2.1,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T14:00:00,91.5,104.7,76.6,61.8,0,0,,0,0,15.4,6.7,169,1008.9,58.7,6.7,786,2.8,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T15:00:00,92.2,104.2,75.6,58.71,0,0,,0,0,13.6,6.4,190,1007.1,30.1,6.1,560.3,2,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T16:00:00,84.4,96.5,78.8,83.33,0,0,,0,0,13.4,3.4,110,1007,27.5,6.2,509,1.8,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T17:00:00,87.8,98.3,75.6,67.26,0,0,,0,0,11,6.7,171,1007,57.3,6.2,500.4,1.8,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T18:00:00,87.8,97.8,75.2,66.38,0,0,,0,0,9.4,4.5,180,1007,27.5,6.2,297.9,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T19:00:00,84.4,94.5,77,78.53,0,0,,0,0,8.7,4.4,360,1007.9,27.5,6.2,86.9,0.3,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T20:00:00,82.4,90.7,76.8,83.32,0.035,100,rain,0,0,7.2,5.4,303,1008.9,57.3,6.2,4.7,0,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T21:00:00,80.8,86.7,75.4,83.69,0,0,,0,0,5.8,5.5,290,1008.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T22:00:00,80.8,86.7,75.4,83.69,0,0,,0,0,6.7,1.4,53.7,1009,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-10T23:00:00,80.7,87.1,76.6,87.43,0,0,,0,0,5.6,0.1,18,1010.1,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T00:00:00,80.6,87.1,77,88.84,0,0,,0,0,5.1,4.2,332,1009.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T01:00:00,80.6,87.1,77,88.84,0,0,,0,0,4.7,2,0,1009,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T02:00:00,80.3,86.3,76.9,89.38,0,0,,0,0,5.1,0,0,1009.2,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T03:00:00,80.6,87,76.8,88.22,0,0,,0,0,6.5,4.5,184,1008.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T04:00:00,80.4,85.7,75,83.66,0,0,,0,0,9.2,0.3,0,1007.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T05:00:00,80,85,75.2,85.27,0,0,,0,0,8.1,0,0,1008.3,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T06:00:00,78.8,78.8,75.4,89.38,0,0,,0,0,6.7,0,0,1008.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T07:00:00,78.8,78.8,75.4,89.38,0,0,,0,0,10.7,0,0,1008.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T08:00:00,79.2,79.2,75.2,87.71,0,0,,0,0,10.5,1,334,1009.8,57.3,6.1,20.9,0.1,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T09:00:00,82.2,90.4,77,84.36,0,0,,0,0,10.3,4.5,310,1010,30.1,6,169.5,0.6,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T10:00:00,80.6,87.1,77,88.84,0,0,,0,0,12.5,7.4,330,1010,30.1,5.4,296.7,1.1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T11:00:00,78.8,78.8,76.6,93.04,0,0,,0,0,14.5,3.4,312,1011,63.1,5.6,490.3,1.8,5,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T12:00:00,75.2,75.2,73.4,94.15,0,0,,0,0,17.2,5.3,190,1010.9,50,2.9,658.5,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T13:00:00,75.2,75.2,73.6,94.81,0,0,,0,0,19,3.2,202.5,1009.9,30.1,5.3,378.6,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T14:00:00,75.6,75.6,73.8,94.22,0,0,,0,0,19.7,1.7,116,1010,58.7,5.9,399.4,1.4,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T15:00:00,77,77,75.2,94.19,0,0,,0,0,17.2,4.7,90,1009,30.1,5.9,166.9,0.6,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T16:00:00,77,77,75.4,94.85,0,0,,0,0,14.5,5.4,120,1008,30.1,5.9,165.4,0.6,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T17:00:00,78.8,78.8,75.2,88.79,0,0,,0,0,10.5,6.4,107,1008,58.7,6.4,97.7,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T18:00:00,78.8,78.8,75.4,89.38,0,0,,0,0,10.3,3.5,80,1007.9,27.5,6.1,115.5,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T19:00:00,78.8,78.8,75.4,89.38,0,0,,0,0,8.9,1.5,20,1007.9,27.5,6.2,43.6,0.2,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T20:00:00,78.6,78.6,75.3,89.61,0.058,100,rain,0,0,9.4,1.4,124,1008.9,57.3,6.2,2.1,0,0,,"Rain, Partially cloudy",rain,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T21:00:00,78.6,78.6,75.2,89.37,0,0,,0,0,9.2,0.1,0,1009,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T22:00:00,77,77,75.2,94.19,0,0,,0,0,9.2,1.1,85.5,1009.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-11T23:00:00,77.1,77.1,75.3,94.1,0,0,,0,0,8.5,0.3,6,1010.1,57.3,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-12T00:00:00,77,77,75.2,94.19,0,0,,0,0,7.8,0.3,0,1009.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-12T01:00:00,77,77,75.2,94.19,0,0,,0,0,6.5,1,0,1009.9,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-12T02:00:00,76.6,76.6,74.6,93.51,0,0,,0,0,6.5,2.2,322,1009.9,57.3,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-12T03:00:00,75.4,75.4,73.4,93.49,0,0,,0,0,7.8,0.1,0,1009,27.5,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-12T04:00:00,75.2,75.2,73.4,94.15,0,0,,0,0,7.2,0.3,0,1008.9,30.1,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-12T05:00:00,75.1,75.1,73.3,94.15,0.008,100,rain,0,0,8.3,2.1,146.2,1008,27.9,6.1,0,0,0,,"Rain, Partially cloudy",rain,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T06:00:00,75.1,75.1,73.3,94.15,0.004,100,rain,0,0,8.3,0.3,0,1008.9,25,6.1,0,0,0,,"Rain, Partially cloudy",rain,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T07:00:00,75.1,75.1,73.3,94.15,0,0,,0,0,8.3,0.1,0,1008.9,25,6.1,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T08:00:00,75.3,75.3,73.3,93.49,0,0,,0,0,7.8,2.2,58.1,1009.9,25,6.1,33.4,0.1,0,,Partially cloudy,partly-cloudy-day,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T09:00:00,77.3,77.3,73.5,88.07,0,0,,0,0,7.2,1.4,67.4,1009.9,25,6.2,190.8,0.7,2,,Partially cloudy,partly-cloudy-day,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T10:00:00,80.7,86.4,75.1,83.1,0.004,100,rain,0,0,11.6,0.4,0,1010,25,6.2,408.1,1.5,4,,"Rain, Partially cloudy",rain,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T11:00:00,84.1,92.4,75.3,74.98,0.004,100,rain,0,0,14.1,1.2,187,1010,25,6.2,553.6,2,6,,"Rain, Partially cloudy",rain,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T12:00:00,87.5,97.5,75.3,67.28,0.004,100,rain,0,0,16.8,4.4,140,1009.9,25,6.2,696.6,2.5,7,,"Rain, Partially cloudy",rain,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T13:00:00,89.3,99.7,75.1,63.12,0.008,100,rain,0,0,17.7,5.5,216.7,1008.9,27.9,6.2,730.1,2.6,7,,"Rain, Partially cloudy",rain,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T14:00:00,91.1,100.3,73.5,56.56,0.008,100,rain,0,0,18.3,5.5,219.1,1008,27.9,6.2,783.8,2.8,8,,"Rain, Partially cloudy",rain,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T15:00:00,91.1,100.3,73.5,56.56,0,0,,0,0,14.5,4.4,220.4,1007,27.9,6.2,822.8,3,8,,Partially cloudy,partly-cloudy-day,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T16:00:00,92.7,102.1,73.3,53.45,0,0,,0,0,14.1,4.7,210,1006,25,6.2,619.4,2.2,6,,Partially cloudy,partly-cloudy-day,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T17:00:00,91.1,100.1,73.3,56.16,0,0,,0,0,13,3.4,201.9,1005.9,25,6.2,581.6,2.1,6,,Partially cloudy,partly-cloudy-day,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T18:00:00,91.1,100.3,73.5,56.56,0,0,,0,0,11.9,5.5,160,1006,25,6.2,371.6,1.3,4,,Partially cloudy,partly-cloudy-day,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T19:00:00,90.9,98.4,71.9,53.96,0,0,,0,0,9.2,6.7,149,1006,25,6.2,139.3,0.5,1,,Partially cloudy,partly-cloudy-day,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T20:00:00,87.3,93.8,71.9,60.44,0,0,,0,0,6.3,6.5,150,1006.9,25,6.2,7.1,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T21:00:00,85.5,92.7,73.3,67.06,0,0,,0,0,5.6,4.4,150,1007.9,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T22:00:00,85.3,92.6,73.5,67.99,0,0,,0,0,5.1,2.1,91.7,1008,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-12T23:00:00,83.5,91.2,75.1,75.98,0,0,,0,0,5.6,0.3,0,1008.9,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-13T00:00:00,82.1,88.8,74.9,78.9,0,0,,0,0,6.3,0.7,16,1008.9,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-13T01:00:00,80.5,85.8,74.9,83.09,0,0,,0,0,6.9,0.4,12,1008.9,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-13T02:00:00,80.3,85.5,75.1,84.25,0,0,,0,0,7.2,2.2,73.2,1008,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-13T03:00:00,80.3,85.4,74.9,83.66,0,0,,0,0,8.5,0,0,1008,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-13T04:00:00,78.7,78.7,75.1,88.75,0,0,,0,0,8.7,0,0,1008,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-13T05:00:00,78.5,78.5,74.9,88.75,0,0,,0,0,8.5,0,0,1008,25,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"WMSA,WMKK"
Kuala Lumpur,2024-08-13T06:00:00,78.6,78.6,75.2,89.37,0,0,,0,0,8.5,0,0,1008,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T07:00:00,78.6,78.6,75,88.75,0,0,,0,0,8.7,0.3,0,1008,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T08:00:00,79.9,79.9,75.2,85.62,0,0,,0,0,10.3,2,325,1009.3,57.3,6.2,21.4,0.1,0,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T09:00:00,82.4,89.5,75.2,78.92,0,0,,0,0,11,1,0,1010,27.5,6.2,152.6,0.5,2,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T10:00:00,86,93.7,73.6,66.65,0,0,,0,0,11.6,2.7,86,1010,27.5,6.2,421.8,1.5,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T11:00:00,89.4,98,73.4,59.48,0,0,,0,0,12.8,5,140,1009.9,57.3,6.8,634.1,2.3,6,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T12:00:00,91.2,100.3,73.4,56.17,0,0,,0,0,14.5,7.1,170,1009,27.5,6.2,743.4,2.7,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T13:00:00,93,97.9,68.6,45.16,0,0,,0,0,15,7.8,170,1008.9,27.5,6.2,755.3,2.7,8,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T14:00:00,91.8,98.2,70.6,50.22,0,0,,0,0,15.2,8.7,179,1008.2,58.7,6.8,881.9,3.2,9,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T15:00:00,93,99.7,70.6,48.37,0,0,,0,0,12.1,6.7,150,1007,30.1,6.2,736.1,2.6,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T16:00:00,91.2,100.5,73.6,56.57,0,0,,0,0,13.2,10.8,150,1006.9,27.5,6.2,668.6,2.4,7,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T17:00:00,92.4,100,71.6,50.85,0,0,,0,0,13.2,7.7,159,1006.1,57.3,6.8,442.9,1.6,4,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T18:00:00,90.8,95.5,68.8,48.75,0,0,,0,0,11.6,9.5,150,1006,27.5,6.2,270.2,1,3,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T19:00:00,89.2,96.5,72.2,57.51,0,0,,0,0,9.6,4.4,130,1007.9,27.5,6.2,106.8,0.4,1,,Partially cloudy,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T20:00:00,86,93.9,73.8,67.12,0,0,,0,0,5.6,7.4,188,1008.3,57.3,6.2,3.4,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T21:00:00,85.6,94.6,75.2,71.24,0,0,,0,0,5.1,2.4,115.8,1008.9,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T22:00:00,84,92.1,75.2,74.97,0,0,,0,0,5.8,3.4,160,1009,27.5,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-13T23:00:00,83.9,90.8,73.7,71.41,0,0,,0,0,5.8,4.4,160,1010.2,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T00:00:00,83.8,90.7,73.8,72.07,0,0,,0,0,5.8,2,0,1010,30.1,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T01:00:00,84,92.1,75.2,74.97,0,0,,0,0,6,3.5,130,1009.9,30.1,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
Kuala Lumpur,2024-08-14T02:00:00,83.6,92.7,76.5,79.07,0,0,,0,0,6,3,351,1009.4,57.3,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48647099999,48650099999,WMSA,WMKK"
